"HHID","PID","PID_Old","HHID_old","DynID","h2q1","h2q3","h2q4","h2q5","h2q6","h2q7","h2q8","h2q9a","h2q9b","h2q9c","h2q10","h2q11","h2q13_1","h2q13_2","wgt_X"
"H38509-04-01","P38509-003",,,,3,1,3,12,,1,13,99,11,2000,5,1,,,326.926422119141
"H38509-04-01","P38509-004",,,,4,2,3,12,,1,11,99,11,2002,5,1,,,326.926422119141
"H38509-04-01","P38509-005",,,,5,2,3,12,,1,7,99,12,2006,,1,,,326.926422119141
"H38509-04-01","P38509-006",,,,6,1,3,12,,1,2,1,9,2011,,1,,,326.926422119141
"H38510-04-01","P38510-001",,,38510,1,1,1,11,13,1,42,5,11,1971,2,1,,,326.926422119141
"H38510-04-01","P38510-002",,,,2,2,2,12,,1,38,30,99,1975,2,1,,,326.926422119141
"H38510-04-01","P38510-003",,,,3,1,3,12,,1,6,18,5,2007,,1,,,326.926422119141
"H38510-04-01","P38510-004",,,,4,2,3,12,,1,4,23,2,2010,,1,,,326.926422119141
"H38601-04-01","P38601-001",,,38601,1,2,1,12,,1,45,99,99,1968,2,1,,,3881.62280273438
"H38601-04-01","P38601-002",,,,2,2,3,12,,1,14,22,5,1999,5,1,,,3881.62280273438
"H38601-04-01","P38601-003",,,,3,2,3,12,,1,10,20,10,2003,5,1,,,3881.62280273438
"H38601-04-01","P38601-004",,,,4,1,7,12,,1,12,99,99,2001,5,1,,,3881.62280273438
"H38602-04-01","P38602-001",,,38602,1,1,2,4,12,3,43,99,99,1970,2,1,,,3881.62280273438
"H38602-04-01","P38602-002",,,,2,2,1,12,,1,40,99,99,1973,2,1,,,3881.62280273438
"H38602-04-01","P38602-005",,,,5,1,3,12,,1,18,99,99,1995,5,1,,,3881.62280273438
"H38602-04-01","P38602-009",,,,9,1,8,12,,1,3,99,99,2010,,1,,,3881.62280273438
"H38603-04-01","P38603-001",,,38603,1,1,1,12,,1,25,99,99,1988,1,1,,,3881.62280273438
"H38603-04-01","P38603-002",,,,2,2,2,12,,1,24,99,99,1989,1,1,,,3881.62280273438
"H38603-04-01","P38603-003",,,,3,2,3,12,,1,4,13,8,2009,,1,,,3881.62280273438
"H38603-04-01","P38603-004",,,,4,2,3,12,,1,2,18,9,2011,,1,,,3881.62280273438
"H38603-04-01","P38603-005",,,,5,1,3,3,1,1,0,1,11,2013,,1,,,3881.62280273438
"H38604-04-01","P38604-001",,,38604,1,1,1,12,,1,53,99,99,1960,2,1,,,3881.62280273438
"H38604-04-01","P38604-002",,,,2,2,2,12,,1,27,15,8,1986,2,1,,,3881.62280273438
"H38604-04-01","P38604-003",,,,3,1,3,12,,1,0,9,6,2013,,1,,,3881.62280273438
"H38604-04-01","P38604-004",,,,4,2,3,12,,2,3,12,11,2010,,1,,,3881.62280273438
"H38605-04-01","P38605-001",,,38605,1,2,1,12,,1,34,22,3,1979,2,1,,,3881.62280273438
"H38605-04-01","P38605-002",,,,2,2,3,12,,1,13,26,9,2000,5,1,,,3881.62280273438
"H38605-04-01","P38605-003",,,,3,2,3,12,,1,10,6,6,2003,5,1,,,3881.62280273438
"H38605-04-01","P38605-004",,,,4,1,3,12,,1,7,15,7,2006,,1,,,3881.62280273438
"H38605-04-01","P38605-005",,,,5,2,3,12,,1,5,15,8,2008,,1,,,3881.62280273438
"H38605-04-01","P38605-006",,,,6,1,8,12,,1,12,99,3,2001,5,1,,,3881.62280273438
"H38606-04-01","P38606-001",,,38606,1,1,1,12,,1,27,3,7,1987,1,1,,,3881.62280273438
"H38606-04-01","P38606-002",,,,2,2,2,12,,1,22,99,99,1991,1,1,,,3881.62280273438
"H38606-04-01","P38606-003",,,,3,2,3,12,,1,4,13,2,2010,,1,,,3881.62280273438
"H38606-04-01","P38606-004",,,,4,1,3,12,,1,1,16,12,2012,,1,,,3881.62280273438
"H38607-04-01","P38607-001",,,38607,1,1,1,12,,1,42,5,12,1971,2,1,,,3881.62280273438
"H38607-04-01","P38607-002",,,,2,2,2,12,,1,41,99,99,1973,2,1,,,3881.62280273438
"H38607-04-01","P38607-003",,,,3,1,3,12,,1,13,28,2,2000,5,1,,,3881.62280273438
"H38607-04-01","P38607-004",,,,4,2,3,12,,1,12,13,99,2001,5,1,,,3881.62280273438
"H38607-04-01","P38607-005",,,,5,1,3,12,,1,8,99,99,2005,,1,,,3881.62280273438
"H38607-04-01","P38607-007",,,,7,1,3,12,,1,3,19,1,2011,,1,,,3881.62280273438
"H38608-04-01","P38608-001",,,38608,1,1,1,12,,1,29,3,4,1985,1,1,,,3881.62280273438
"H38608-04-01","P38608-002",,,,2,2,2,12,,1,22,99,12,1991,1,1,,,3881.62280273438
"H38608-04-01","P38608-003",,,,3,1,3,12,,1,4,22,9,2009,,1,,,3881.62280273438
"H38608-04-01","P38608-004",,,,4,1,3,12,,1,1,1,6,2013,,1,,,3881.62280273438
"H38609-04-01","P38609-001",,,38609,1,2,1,12,,1,30,7,5,1984,2,1,,,3881.62280273438
"H38609-04-01","P38609-002",,,,2,1,3,12,,1,2,22,5,2012,,1,,,3881.62280273438
"H38610-04-01","P38610-001",,,38610,1,2,1,12,,1,24,25,11,1989,2,1,,,3881.62280273438
"H38610-04-01","P38610-002",,,,2,1,3,12,,1,4,2,11,2009,,1,,,3881.62280273438
"H38610-04-01","P38610-003",,,,3,2,3,12,,1,1,6,10,2012,,1,,,3881.62280273438
"H38701-04-01","P38701-001",,,38701,1,1,1,9,15,1,36,99,99,1977,1,1,,,1116.73669433594
"H38701-04-01","P38701-002",,,,2,2,2,6,15,1,34,3,6,1979,1,1,,,1116.73669433594
"H38701-04-01","P38701-004",,,,4,2,3,12,,1,7,4,8,2006,,1,,,1116.73669433594
"H38701-04-01","P38701-005",,,,5,2,3,12,,1,2,5,4,2011,,1,,,1116.73669433594
"H38701-04-01","P38701-006",,,,6,2,3,12,,1,13,99,99,2000,5,1,,,1116.73669433594
"H38701-04-01","P38701-007",,,,7,1,7,12,,1,9,15,99,2004,,1,,,1116.73669433594
"H38701-04-01","P38701-008",,,,8,1,7,12,,1,13,99,99,2000,5,1,,,1116.73669433594
"H38701-04-01","P38701-009",,,,9,1,7,12,,1,11,99,99,2002,5,1,,,1116.73669433594
"H38702-04-01","P38702-001",,,38702,1,2,1,12,,1,51,99,11,1962,1,,,,1116.73669433594
"H38702-04-01","P38702-002",,,,2,1,3,3,15,1,10,3,11,2003,5,,,,1116.73669433594
"H38702-04-01","P38702-003",,,,3,2,8,12,,1,6,99,99,2007,,,,,1116.73669433594
"H38703-04-01","P38703-001",,,38703,1,1,1,12,,1,26,3,8,1987,1,1,,,1116.73669433594
"H38703-04-01","P38703-002",,,,2,2,2,12,,1,24,99,8,1989,1,1,,,1116.73669433594
"H38703-04-01","P38703-003",,,,3,1,3,12,,1,3,10,10,2010,,1,,,1116.73669433594
"H38703-04-01","P38703-004",,,,4,2,3,12,,1,1,20,8,2012,,1,,,1116.73669433594
"H38704-04-01","P38704-001",,,38704,1,1,1,12,,1,80,99,99,1933,1,1,,,1116.73669433594
"H38704-04-01","P38704-002",,,,2,2,2,12,,1,55,99,99,1958,1,1,,,1116.73669433594
"H38705-04-01","P38705-001",,,38705,1,2,1,12,,1,38,6,8,1975,3,1,,,1116.73669433594
"H38705-04-01","P38705-002",,,,2,2,8,12,,1,75,99,99,1938,4,1,,,1116.73669433594
"H38705-04-01","P38705-003",,,,3,1,7,12,,1,12,99,99,2001,5,1,,,1116.73669433594
"H38705-04-01","P38705-004",,,,4,2,8,12,,1,9,99,99,2004,,1,,,1116.73669433594
"H38705-04-01","P38705-005",,,,5,1,7,12,,1,13,99,99,2000,5,1,,,1116.73669433594
"H38705-04-01","P38705-006",,,,6,1,7,12,,1,8,99,99,2005,,1,,,1116.73669433594
"H38705-04-01","P38705-007",,,,7,1,7,12,,1,20,99,99,1993,5,1,,,1116.73669433594
"H38706-04-01","P38706-001",,,38706,1,1,1,12,,1,25,99,99,1989,2,1,,,1116.73669433594
"H38706-04-01","P38706-002",,,,2,2,2,12,,1,23,99,99,1991,2,1,,,1116.73669433594
"H38706-04-01","P38706-003",,,,3,2,3,12,,1,2,18,9,2011,,1,,,1116.73669433594
"H38707-04-01","P38707-001",,,38707,1,2,1,12,,1,78,2,11,1935,4,1,,,1116.73669433594
"H38708-04-01","P38708-001",,,38708,1,2,1,12,,1,64,99,99,1950,4,1,,,1116.73669433594
"H38709-04-01","P38709-001",,,38709,1,2,1,12,,1,92,99,99,1922,4,1,,,1116.73669433594
"H38710-04-01","P38710-001",,,38710,1,1,1,12,,1,39,11,11,1974,1,1,,,1116.73669433594
"H38710-04-01","P38710-002",,,,2,2,2,12,,1,37,99,99,1977,1,1,,,1116.73669433594
"H38710-04-01","P38710-003",,,,3,1,3,12,,1,14,4,10,1999,5,1,,,1116.73669433594
"H38710-04-01","P38710-004",,,,4,1,3,12,,1,12,11,5,2002,5,1,,,1116.73669433594
"H38710-04-01","P38710-005",,,,5,1,3,12,,1,7,8,11,2006,,1,,,1116.73669433594
"H38710-04-01","P38710-006",,,,6,2,3,12,,1,5,15,10,2008,,1,,,1116.73669433594
"H38710-04-01","P38710-007",,,,7,1,3,12,,1,2,8,4,2011,,1,,,1116.73669433594
"H38710-04-01","P38710-008",,,,8,1,3,4,1,1,0,4,11,2013,,1,,,1116.73669433594
"H38801-04-01","P38801-001",,,38801,1,1,1,12,,1,83,99,8,1930,1,1,,,2706.57373046875
"H38801-04-01","P38801-002",,,,2,2,2,12,,1,50,1,1,1963,1,1,,,2706.57373046875
"H38801-04-01","P38801-003",,,,3,2,4,12,,1,12,8,3,2001,5,1,,,2706.57373046875
"H38801-04-01","P38801-004",,,,4,2,4,12,,1,19,9,5,1994,3,1,,,2706.57373046875
"H38801-04-01","P38801-005",,,,5,2,3,12,,1,16,99,8,1997,5,1,,,2706.57373046875
"H38802-04-01","P38802-001",,,38802,1,2,1,12,,1,42,18,12,1970,2,1,,,2706.57373046875
"H38802-04-01","P38802-002",,,,2,1,3,12,,1,18,15,6,1995,5,1,,,2706.57373046875
"H38802-04-01","P38802-003",,,,3,2,3,12,,1,14,5,2,1999,5,1,,,2706.57373046875
"H38802-04-01","P38802-004",,,,4,1,3,12,,1,10,5,10,2002,5,1,,,2706.57373046875
"H38802-04-01","P38802-005",,,,5,1,3,12,,1,8,12,12,2004,,1,,,2706.57373046875
"H38802-04-01","P38802-006",,,,6,1,3,12,,1,7,17,7,2006,,1,,,2706.57373046875
"H38803-04-01","P38803-001",,,38803,1,2,1,12,,1,34,99,99,1979,2,1,,,2706.57373046875
"H38803-04-01","P38803-002",,,,2,2,3,12,,1,17,25,12,1995,5,1,,,2706.57373046875
"H38803-04-01","P38803-003",,,,3,2,3,12,,1,15,25,4,1998,5,1,,,2706.57373046875
"H38803-04-01","P38803-004",,,,4,2,3,12,,1,12,22,8,2001,5,1,,,2706.57373046875
"H38803-04-01","P38803-005",,,,5,2,3,12,,1,9,20,4,2004,,1,,,2706.57373046875
"H38803-04-01","P38803-006",,,,6,2,3,12,,1,7,19,7,2006,,1,,,2706.57373046875
"H38803-04-01","P38803-007",,,,7,1,3,12,,1,2,27,7,2011,,1,,,2706.57373046875
"H38803-04-01","P38803-008",,,,8,2,3,7,1,1,0,27,2,2013,,1,,,2706.57373046875
"H38804-04-01","P38804-001",,,38804,1,1,1,12,,1,50,9,10,1962,1,1,,,2706.57373046875
"H38804-04-01","P38804-002",,,,2,2,2,12,,2,43,99,99,1970,1,1,,,2706.57373046875
"H38804-04-01","P38804-003",,,,3,1,3,3,15,4,23,99,99,1990,5,1,,,2706.57373046875
"H38804-04-01","P38804-004",,,,4,2,3,3,15,4,20,99,99,1993,5,1,,,2706.57373046875
"H38804-04-01","P38804-005",,,,5,2,3,12,,1,17,99,99,1996,5,1,,,2706.57373046875
"H38804-04-01","P38804-006",,,,6,1,3,12,,1,14,99,99,1999,5,1,,,2706.57373046875
"H38804-04-01","P38804-007",,,,7,2,3,12,,1,10,99,99,2003,5,1,,,2706.57373046875
"H38804-04-01","P38804-008",,,,8,1,3,12,,1,8,99,99,2005,,1,,,2706.57373046875
"H38804-04-01","P38804-009",,,,9,1,3,12,,1,5,99,99,2008,,1,,,2706.57373046875
"H38804-04-01","P38804-010",,,,10,2,8,12,,2,8,99,99,2005,,1,,,2706.57373046875
"H38805-04-01","P38805-001",,,38805,1,1,1,11,5,1,53,11,4,1960,1,1,,,2706.57373046875
"H38805-04-01","P38805-002",,,,2,2,2,12,,1,50,99,99,1963,1,1,,,2706.57373046875
"H38805-04-01","P38805-003",,,,3,1,3,12,,2,15,99,99,1998,5,1,,,2706.57373046875
"H38805-04-01","P38805-004",,,,4,2,3,12,,1,13,99,2,2000,5,1,,,2706.57373046875
"H38806-04-01","P38806-001",,,38806,1,2,1,12,,1,73,99,99,1940,3,1,,,2706.57373046875
"H38806-04-01","P38806-003",,,,3,1,3,12,,1,28,99,99,1985,3,1,,,2706.57373046875
"H38807-04-01","P38807-001",,,38807,1,1,1,12,,1,62,10,10,1951,2,1,,,2706.57373046875
"H38807-04-01","P38807-002",,,,2,2,2,12,,1,51,13,1,1963,2,1,,,2706.57373046875
"H38807-04-01","P38807-003",,,,3,1,4,12,,1,8,30,11,2005,,1,,,2706.57373046875
"H38807-04-01","P38807-004",,,,4,2,4,12,,1,5,29,5,2008,,1,,,2706.57373046875
"H38808-04-01","P38808-001",,,38808,1,2,1,12,,1,41,99,6,1972,4,1,,,2706.57373046875
"H38808-04-01","P38808-002",,,,2,2,3,12,,1,21,3,5,1992,3,1,,,2706.57373046875
"H38808-04-01","P38808-003",,,,3,1,3,12,,1,14,15,2,1999,5,1,,,2706.57373046875
"H38808-04-01","P38808-004",,,,4,1,3,12,,1,13,99,8,2000,5,1,,,2706.57373046875
"H38808-04-01","P38808-005",,,,5,1,3,12,,1,11,8,10,2002,5,1,,,2706.57373046875
"H38808-04-01","P38808-006",,,,6,1,8,12,,1,13,99,99,2000,5,1,,,2706.57373046875
"H38808-04-01","P38808-009",,,,9,2,4,12,,1,1,3,9,2012,,1,,,2706.57373046875
"H38808-04-01","P38808-010",,,,10,1,3,5,2,1,23,13,5,1990,3,1,,,2706.57373046875
"H38809-04-01","P38809-001",,,38809,1,1,1,12,,1,30,7,7,1983,1,1,,,2706.57373046875
"H38809-04-01","P38809-002",,,,2,2,2,12,,2,22,99,4,1991,1,1,,,2706.57373046875
"H38809-04-01","P38809-003",,,,3,2,3,12,,2,1,29,6,2012,,1,,,2706.57373046875
"H38901-04-01","P38901-001",,,38901,1,1,1,12,,1,29,99,8,1984,1,1,,,959.520629882813
"H38901-04-01","P38901-002",,,,2,2,2,12,,1,27,99,7,1986,1,1,,,959.520629882813
"H38901-04-01","P38901-003",,,,3,1,3,4,15,4,6,12,7,2007,,1,,,959.520629882813
"H38901-04-01","P38901-004",,,,4,1,3,4,15,4,4,8,12,2009,,1,,,959.520629882813
"H38901-04-01","P38901-005",,,,5,1,3,0,1,1,0,99,5,2013,,1,,,959.520629882813
"H38902-04-01","P38902-001",,,38902,1,2,1,12,,1,21,99,4,1992,5,1,,,959.520629882813
"H38902-04-01","P38902-002",,,,2,2,3,0,1,1,0,31,12,2013,,1,,,959.520629882813
"H38903-04-01","P38903-001",,,38903,1,1,1,12,,1,22,12,10,1991,5,1,,,959.520629882813
"H38903-04-01","P38903-002",,,,2,1,6,12,,1,24,10,10,1989,5,1,,,959.520629882813
"H38904-04-01","P38904-001",,,38904,1,2,1,12,,1,36,22,5,1977,1,1,,,959.520629882813
"H38904-04-01","P38904-002",,,,2,1,2,12,,1,38,99,99,1975,1,1,,,959.520629882813
"H38904-04-01","P38904-003",,,,3,2,3,4,15,4,14,28,2,1999,5,1,,,959.520629882813
"H38904-04-01","P38904-004",,,,4,2,3,12,,1,3,11,2,2011,,1,,,959.520629882813
"H38905-04-01","P38905-001",,,38905,1,1,1,12,,1,45,15,3,1968,1,1,,,959.520629882813
"H38905-04-01","P38905-002",,,,2,2,2,12,,1,45,15,2,1969,1,1,,,959.520629882813
"H38905-04-01","P38905-003",,,,3,2,3,3,15,4,20,28,9,1993,5,1,,,959.520629882813
"H38905-04-01","P38905-004",,,,4,1,3,3,15,4,13,2,10,2000,5,1,,,959.520629882813
"H38905-04-01","P38905-005",,,,5,2,3,3,15,4,6,12,4,2007,,1,,,959.520629882813
"H38905-04-01","P38905-006",,,,6,2,8,3,15,4,18,99,99,1995,5,1,,,959.520629882813
"H38906-04-01","P38906-002",,,,2,2,1,12,,1,41,19,4,1972,4,1,,,959.520629882813
"H38906-04-01","P38906-003",,,,3,1,3,12,,1,13,21,6,2000,5,1,,,959.520629882813
"H38906-04-01","P38906-004",,,,4,1,3,12,,1,11,4,9,2002,5,1,,,959.520629882813
"H38906-04-01","P38906-005",,,,5,2,3,12,,1,3,22,8,2010,,1,,,959.520629882813
"H38907-04-01","P38907-001",,,38907,1,2,1,12,,1,38,25,5,1976,2,1,,,959.520629882813
"H38907-04-01","P38907-002",,,,2,2,3,4,15,4,13,30,12,2000,5,1,,,959.520629882813
"H38907-04-01","P38907-003",,,,3,2,3,4,15,4,12,14,5,2002,5,1,,,959.520629882813
"H38907-04-01","P38907-004",,,,4,1,3,4,15,4,8,14,2,2006,,1,,,959.520629882813
"H38907-04-01","P38907-005",,,,5,2,3,4,15,4,7,27,7,2007,,1,,,959.520629882813
"H38907-04-01","P38907-006",,,,6,2,3,4,15,4,5,19,7,2009,,1,,,959.520629882813
"H38907-04-01","P38907-007",,,,7,2,7,5,15,4,25,99,99,1989,5,1,,,959.520629882813
"H38907-04-01","P38907-008",,,,8,1,8,5,13,1,19,5,7,1995,5,1,,,959.520629882813
"H38907-04-01","P38907-009",,,,9,2,8,12,,1,22,99,99,1992,5,1,,,959.520629882813
"H38907-04-01","P38907-010",,,,10,1,10,12,,1,22,99,99,1992,5,1,,,959.520629882813
"H38907-04-01","P38907-011",,,,11,1,8,12,,1,24,99,99,1990,5,1,,,959.520629882813
"H38907-04-01","P38907-012",,,,12,1,8,12,,2,21,99,99,1993,5,1,,,959.520629882813
"H38908-04-01","P38908-001",,,38908,1,1,1,12,,1,27,21,5,1986,5,1,,,959.520629882813
"H38909-04-01","P38909-001",,,38909,1,1,1,12,,2,35,99,99,1979,1,1,,,959.520629882813
"H38909-04-01","P38909-002",,,,2,2,2,12,,1,28,99,99,1986,1,1,,,959.520629882813
"H38910-04-01","P38910-001",,,38910,1,2,2,12,,1,26,5,1,1988,1,1,,,959.520629882813
"H38910-04-01","P38910-002",,,,2,1,1,5,15,1,27,99,99,1987,1,1,,,959.520629882813
"H38910-04-01","P38910-003",,,,3,2,3,12,,1,2,2,3,2012,,1,,,959.520629882813
"H38910-04-01","P38910-004",,,,4,2,10,12,,1,8,99,99,2006,,1,,,959.520629882813
"H39001-04-01","P39001-001",,,39001,1,1,1,12,,2,24,7,4,1989,1,1,,,1330.84216308594
"H39001-04-01","P39001-002",,,,2,2,2,8,8,1,24,11,11,1989,1,1,,,1330.84216308594
"H39001-04-01","P39001-003",,,,3,2,8,12,,1,8,99,4,2005,,1,,,1330.84216308594
"H39002-04-01","P39002-001",,,39002,1,1,1,12,,1,37,10,4,1976,1,1,,,1330.84216308594
"H39002-04-01","P39002-002",,,,2,2,2,12,,1,36,99,99,1977,1,1,,,1330.84216308594
"H39002-04-01","P39002-003",,,,3,1,3,12,,2,14,16,7,1999,5,1,,,1330.84216308594
"H39002-04-01","P39002-004",,,,4,1,3,12,,1,12,5,5,2001,5,1,,,1330.84216308594
"H39002-04-01","P39002-005",,,,5,2,3,12,,1,9,21,9,2004,,1,,,1330.84216308594
"H39002-04-01","P39002-006",,,,6,2,7,12,,1,4,99,7,2009,,1,,,1330.84216308594
"H39002-04-01","P39002-007",,,,7,2,3,12,,1,2,20,1,2011,,1,,,1330.84216308594
"H39002-04-01","P39002-008",,,,8,1,3,12,,1,5,17,6,2008,,1,,,1330.84216308594
"H39003-04-01","P39003-001",,,39003,1,1,1,8,12,2,44,26,6,1969,1,1,,,1330.84216308594
"H39003-04-01","P39003-002",,,,2,2,2,12,,1,43,99,99,1970,1,1,,,1330.84216308594
"H39003-04-01","P39003-003",,,,3,1,3,6,15,3,23,99,5,1990,5,1,,,1330.84216308594
"H39003-04-01","P39003-004",,,,4,1,3,12,,2,20,99,99,1993,5,1,,,1330.84216308594
"H39003-04-01","P39003-005",,,,5,2,3,12,,1,13,5,3,2000,5,1,,,1330.84216308594
"H39003-04-01","P39003-006",,,,6,2,3,12,,1,6,99,99,2007,,1,,,1330.84216308594
"H39003-04-01","P39003-007",,,,7,1,3,12,,1,9,99,99,2004,,1,,,1330.84216308594
"H39003-04-01","P39003-008",,,,8,1,3,12,,1,3,21,8,2010,,1,,,1330.84216308594
"H39003-04-01","P39003-009",,,,9,1,7,12,,1,9,99,99,2004,,1,,,1330.84216308594
"H39004-04-01","P39004-001",,,39004,1,2,1,12,,1,72,99,99,1941,4,1,,,1330.84216308594
"H39005-04-01","P39005-001",,,39005,1,1,1,12,,1,29,12,12,1984,1,1,,,1330.84216308594
"H39005-04-01","P39005-002",,,,2,2,2,12,,1,28,99,99,1985,1,1,,,1330.84216308594
"H39005-04-01","P39005-003",,,,3,1,3,12,,1,7,22,12,2006,,1,,,1330.84216308594
"H39005-04-01","P39005-004",,,,4,1,3,12,,1,4,5,1,2010,,1,,,1330.84216308594
"H39005-04-01","P39005-005",,,,5,2,3,12,,1,1,17,12,2012,,1,,,1330.84216308594
"H39006-04-01","P39006-001",,,39006,1,2,1,12,,1,47,22,3,1967,3,1,,,1330.84216308594
"H39007-04-01","P39007-001",,,39007,1,2,1,12,,1,50,99,99,1964,4,1,,,1330.84216308594
"H39007-04-01","P39007-002",,,,2,1,3,12,,1,27,99,3,1987,5,1,,,1330.84216308594
"H39007-04-01","P39007-003",,,,3,1,3,12,,1,23,11,8,1990,5,1,,,1330.84216308594
"H39007-04-01","P39007-004",,,,4,2,3,12,,1,18,99,99,1995,5,1,,,1330.84216308594
"H39007-04-01","P39007-006",,,,6,1,3,12,,1,8,99,4,2005,,1,,,1330.84216308594
"H39007-04-01","P39007-007",,,,7,1,3,12,,1,7,23,4,2007,,1,,,1330.84216308594
"H39008-04-01","P39008-001",,,39008,1,2,1,12,,1,51,99,99,1963,1,1,,,1330.84216308594
"H39008-04-01","P39008-002",,,,2,1,3,12,,1,24,16,9,1989,5,1,,,1330.84216308594
"H39008-04-01","P39008-004",,,,4,2,3,12,,1,10,7,4,2004,5,1,,,1330.84216308594
"H39008-04-01","P39008-005",,,,5,1,3,12,,1,5,13,9,2008,,1,,,1330.84216308594
"H39009-04-01","P39009-001",,,39009,1,2,1,12,,1,47,99,99,1967,4,1,,,1330.84216308594
"H39009-04-01","P39009-004",,,,4,1,3,12,,2,20,99,99,1994,5,1,,,1330.84216308594
"H39009-04-01","P39009-005",,,,5,1,3,12,,2,13,15,9,2000,5,1,,,1330.84216308594
"H39009-04-01","P39009-006",,,,6,1,3,12,,1,7,99,8,2006,,1,,,1330.84216308594
"H39009-04-01","P39009-007",,,,7,1,3,12,,1,5,2,4,2009,,1,,,1330.84216308594
"H39010-04-01","P39010-001",,,39010,1,2,1,12,,1,39,99,99,1975,3,1,,,1330.84216308594
"H39101-04-01","P39101-001",,,39101,1,1,1,12,,1,27,99,99,1986,1,1,,,3899.56103515625
"H39101-04-01","P39101-002",,,,2,2,2,12,,1,24,99,99,1989,1,1,,,3899.56103515625
"H39101-04-01","P39101-003",,,,3,2,3,12,,1,3,28,7,2010,,1,,,3899.56103515625
"H39101-04-01","P39101-004",,,,4,2,3,12,,1,1,26,11,2012,,1,,,3899.56103515625
"H39102-04-01","P39102-001",,,39102,1,1,1,12,,1,63,25,12,1949,3,1,,,3899.56103515625
"H39102-04-01","P39102-002",,,,2,2,3,12,,2,16,99,7,1997,5,1,,,3899.56103515625
"H39102-04-01","P39102-003",,,,3,1,3,12,,2,19,99,3,1994,5,1,,,3899.56103515625
"H39103-04-01","P39103-001",,,39103,1,1,1,12,,1,68,99,99,1945,1,1,,,3899.56103515625
"H39103-04-01","P39103-002",,,,2,2,2,12,,1,59,99,99,1954,1,1,,,3899.56103515625
"H39103-04-01","P39103-004",,,,4,1,3,12,,1,23,1,2,1990,5,1,,,3899.56103515625
"H39103-04-01","P39103-005",,,,5,1,3,12,,1,15,99,99,1998,5,1,,,3899.56103515625
"H39104-04-01","P39104-001",,,39104,1,1,1,12,,1,26,99,99,1987,1,1,,,3899.56103515625
"H39104-04-01","P39104-002",,,,2,2,2,12,,1,22,99,99,1991,1,1,,,3899.56103515625
"H39104-04-01","P39104-003",,,,3,2,3,12,,1,4,9,9,2009,,1,,,3899.56103515625
"H39104-04-01","P39104-004",,,,4,1,3,12,,1,1,3,10,2012,,1,,,3899.56103515625
"H39105-04-01","P39105-001",,,39105,1,2,1,12,,1,23,99,99,1990,2,1,,,3899.56103515625
"H39105-04-01","P39105-004",,,,4,2,3,9,1,1,0,2,3,2013,,1,,,3899.56103515625
"H39106-04-01","P39106-001",,,39106,1,1,1,12,,1,53,16,3,1961,1,1,,,3899.56103515625
"H39106-04-01","P39106-002",,,,2,2,2,12,,1,48,31,99,1965,1,1,,,3899.56103515625
"H39106-04-01","P39106-003",,,,3,1,3,12,,1,27,99,99,1987,3,1,,,3899.56103515625
"H39106-04-01","P39106-004",,,,4,1,3,12,,1,16,29,5,1997,5,1,,,3899.56103515625
"H39106-04-01","P39106-005",,,,5,2,3,12,,1,15,18,12,1998,5,1,,,3899.56103515625
"H39106-04-01","P39106-006",,,,6,2,3,12,,1,12,7,6,2001,5,1,,,3899.56103515625
"H39106-04-01","P39106-007",,,,7,2,3,12,,1,12,17,1,2002,5,1,,,3899.56103515625
"H39106-04-01","P39106-008",,,,8,2,4,5,1,1,0,27,1,2014,,1,,,3899.56103515625
"H39107-04-01","P39107-001",,,39107,1,1,1,12,,1,28,26,4,1986,1,1,,,3899.56103515625
"H39107-04-01","P39107-002",,,,2,2,2,12,,2,19,99,99,1995,1,1,,,3899.56103515625
"H39107-04-01","P39107-003",,,,3,1,3,7,1,2,1,5,4,2013,,1,,,3899.56103515625
"H39109-04-01","P39109-002",,,,2,2,1,12,,1,19,99,99,1995,1,1,,,3899.56103515625
"H39110-04-01","P39110-001",,,39110,1,2,1,12,,1,74,1,1,1940,4,1,,,3899.56103515625
"H39301-04-01","P39301-001",,,39301,1,1,1,12,,1,26,99,99,1987,1,1,,,2549.3349609375
"H39301-04-01","P39301-002",,,,2,2,2,12,,1,23,99,99,1990,1,1,,,2549.3349609375
"H39301-04-01","P39301-004",,,,4,2,3,12,,1,3,3,1,2011,,1,,,2549.3349609375
"H39301-04-01","P39301-005",,,,5,1,3,12,,1,0,16,10,2013,,1,,,2549.3349609375
"H39302-04-01","P39302-001",,,39302,1,1,1,12,,1,28,16,99,1985,1,1,,,2549.3349609375
"H39302-04-01","P39302-002",,,,2,2,2,12,,2,27,99,99,1986,1,1,,,2549.3349609375
"H39302-04-01","P39302-003",,,,3,1,3,12,,2,7,13,9,2006,,1,,,2549.3349609375
"H39302-04-01","P39302-004",,,,4,1,3,12,,2,5,13,8,2008,,1,,,2549.3349609375
"H39302-04-01","P39302-005",,,,5,2,3,0,1,2,0,1,8,2013,,1,,,2549.3349609375
"H39303-04-01","P39303-001",,,39303,1,2,1,12,,1,58,99,99,1955,4,1,,,2549.3349609375
"H39303-04-01","P39303-002",,,,2,2,3,12,,1,15,99,99,1998,5,1,,,2549.3349609375
"H39304-04-01","P39304-001",,,39304,1,1,1,12,,1,45,99,99,1968,1,,,,2549.3349609375
"H39304-04-01","P39304-002",,,,2,2,2,12,,1,35,99,8,1978,1,,,,2549.3349609375
